lead_id,company_size,industry,location,annual_revenue_lkr,engagement_score,contact_level,demo_requested,model_probability,lead_score,priority,pipeline_stage,converted,action_recommendation
LEAD_0385,Medium,Finance,Negombo,55953937,65,Manager,Yes,74.07826823996663,65.79,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0386,Large,Retail,Kandy,173690982,63,C-Level,No,89.95034125082321,74.69,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0387,Small,Healthcare,Galle,18672180,100,Manager,Yes,71.98167034831933,71.06,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0388,Large,Tourism,Matara,693877006,100,Employee,Yes,93.78318546083383,82.08,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0389,Large,Education,Negombo,492314201,100,C-Level,Yes,97.80189315196202,93.29,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0390,Small,Healthcare,Kurunegala,14108199,23,Employee,No,23.34541932974049,22.23,LOW,New,0,Nurture campaign - email sequence
LEAD_0391,Large,Manufacturing,Negombo,599728494,100,Employee,Yes,94.28593067156592,84.31,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0392,Medium,Healthcare,Kurunegala,110416255,85,Employee,No,76.25162321715598,64.94,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0393,Medium,Finance,Jaffna,123485640,100,C-Level,No,82.25776077173774,82.5,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0394,Medium,IT/Software,Kandy,146103209,100,C-Level,No,87.67166712135094,81.88,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0395,Small,Education,Colombo,11741106,85,C-Level,No,68.7596942513646,67.57,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0396,Medium,Manufacturing,Matara,146873654,100,Employee,Yes,93.78992287325852,80.14,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0397,Large,Retail,Anuradhapura,530322421,53,Manager,No,56.97162022281027,58.25,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0398,Medium,Healthcare,Colombo,133918492,100,Manager,Yes,93.68358081775496,80.56,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0399,Small,Healthcare,Kandy,10117353,57,C-Level,No,56.699070830499934,55.69,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0400,Large,Healthcare,Kandy,604547984,87,Manager,No,75.30313906439336,76.25,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0401,Medium,Finance,Kurunegala,44356438,100,Employee,Yes,86.0947102940823,76.81,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0402,Large,Retail,Galle,395239838,100,Manager,Yes,89.9878689958681,86.8,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0403,Small,Manufacturing,Matara,6985967,47,Manager,No,32.34007351637769,36.29,LOW,New,0,Nurture campaign - email sequence
LEAD_0404,Small,Education,Galle,13276746,100,Employee,Yes,80.57081596392123,72.59,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0405,Medium,Finance,Matara,42756881,83,Employee,No,64.0039347901408,59.43,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0406,Small,Finance,Kandy,9987513,51,Employee,Yes,37.73946524972212,36.4,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0407,Large,Retail,Anuradhapura,757559129,82,C-Level,No,92.97548212482424,82.88,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0408,Large,Education,Jaffna,859989690,100,C-Level,No,95.709074449871,88.13,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0409,Medium,Agriculture,Colombo,115491701,62,Employee,No,47.053812939445045,47.43,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0410,Large,Manufacturing,Galle,260293599,55,Employee,No,54.01170693369455,52.48,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0411,Large,Finance,Matara,806785231,100,Manager,Yes,96.9135188995126,85.06,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0412,Large,Finance,Jaffna,877066594,15,Manager,No,59.05727993491936,47.4,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0413,Medium,Tourism,Negombo,49772420,75,Employee,No,56.94975269755034,55.87,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0414,Small,Tourism,Anuradhapura,1962343,32,C-Level,No,38.56451118588272,38.87,LOW,New,0,Nurture campaign - email sequence
LEAD_0415,Small,Healthcare,Kandy,4175730,91,Employee,No,55.24440735283906,56.08,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0416,Large,Finance,Jaffna,558112107,100,C-Level,Yes,98.41606510693038,87.97,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0417,Small,Tourism,Jaffna,9994647,100,Employee,Yes,50.266661895616096,57.33,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0418,Large,Manufacturing,Matara,892752058,100,C-Level,Yes,98.36977751500076,90.63,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0419,Large,Healthcare,Anuradhapura,274032013,39,Employee,No,52.920320821399024,46.38,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0420,Medium,Healthcare,Kandy,27571613,94,Employee,Yes,89.06885265211132,77.74,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0421,Large,Agriculture,Jaffna,958057736,69,Manager,Yes,93.48210017307905,74.05,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0422,Large,Agriculture,Anuradhapura,777506781,53,Manager,No,77.39269515608514,65.17,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0423,Medium,Healthcare,Galle,72027187,75,C-Level,Yes,84.45738161424234,77.37,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0424,Large,Manufacturing,Kandy,449552077,100,Manager,Yes,92.58451999150928,83.57,HIGH,Demo/Trial,0,URGENT: Follow up on demo request immediately
LEAD_0425,Medium,Healthcare,Kurunegala,98250695,68,Employee,Yes,67.58977173056925,59.87,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0426,Small,Healthcare,Anuradhapura,10693889,77,Manager,Yes,59.940864884127656,57.14,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0427,Small,IT/Software,Matara,13811691,57,Employee,No,42.45530858118262,40.18,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0428,Medium,Agriculture,Kandy,131118625,100,C-Level,No,85.62616082657003,84.09,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0429,Small,IT/Software,Matara,8452488,50,C-Level,No,55.46049199311798,54.55,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0430,Small,Agriculture,Negombo,9518431,67,Employee,No,42.9886549084559,43.87,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0431,Medium,Manufacturing,Galle,139133858,39,Manager,No,43.54773885436437,42.76,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0432,Medium,Education,Kurunegala,102754692,76,Manager,Yes,84.92561172652827,71.99,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0433,Small,Manufacturing,Kurunegala,1877197,59,C-Level,No,62.62790511279744,57.82,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0434,Large,Retail,Anuradhapura,661940658,49,Employee,No,60.32479951397208,51.15,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0435,Large,IT/Software,Kurunegala,366393790,94,C-Level,Yes,97.79986574627812,89.51,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0436,Large,Manufacturing,Kandy,996125094,99,C-Level,Yes,99.24199595287033,88.69,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0437,Medium,Tourism,Colombo,105847966,82,Employee,No,58.64915248164362,55.63,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0438,Large,Agriculture,Matara,521177033,42,C-Level,No,91.28707898558206,71.73,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0439,Medium,Tourism,Negombo,50936847,51,Employee,No,54.58002712400896,48.97,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0440,Medium,IT/Software,Anuradhapura,62668223,55,Employee,Yes,52.600000011341,45.34,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0441,Medium,Finance,Kurunegala,56726445,93,C-Level,Yes,96.3552626609241,86.46,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0442,Large,Manufacturing,Colombo,383136633,100,Employee,Yes,95.50671623014595,82.05,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0443,Medium,Education,Kandy,116150094,100,Manager,Yes,94.28516382396464,80.42,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0444,Small,Finance,Kandy,17025585,50,Employee,No,39.50522245191324,37.51,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0445,Medium,IT/Software,Jaffna,141228681,50,Manager,Yes,66.73468032928609,54.58,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0446,Large,Retail,Colombo,632456898,89,Manager,Yes,95.7623183826328,80.82,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0447,Medium,IT/Software,Anuradhapura,65483770,64,Employee,Yes,57.06948484060192,51.65,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0448,Medium,Education,Kandy,136867259,100,C-Level,Yes,97.2585635269602,87.04,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0449,Large,IT/Software,Kurunegala,872392430,100,C-Level,No,96.78456084287122,88.57,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0450,Small,IT/Software,Jaffna,21872173,93,Employee,No,52.16971629644209,54.26,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0451,Small,Retail,Galle,3226360,100,Employee,Yes,71.15937321634034,65.37,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0452,Small,Education,Negombo,3669164,100,Employee,No,54.13491665230447,58.35,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0453,Small,Manufacturing,Kurunegala,21354164,68,Manager,Yes,52.915988241122726,53.53,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0454,Medium,Education,Negombo,61333202,64,Manager,Yes,78.80037222322244,64.19,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0455,Large,Agriculture,Galle,201548641,83,Employee,No,75.208062128921,69.18,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0456,Small,Tourism,Kurunegala,22521160,60,Manager,Yes,42.79511250064828,44.82,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0457,Small,Tourism,Anuradhapura,13917191,68,Manager,Yes,39.347408302362645,46.84,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0458,Small,Agriculture,Galle,5550713,66,Employee,No,38.33231731671327,42.02,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0459,Small,Tourism,Anuradhapura,23883958,100,C-Level,No,46.05886972991945,61.26,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0460,Medium,Agriculture,Kurunegala,59635591,68,C-Level,No,81.09998564754835,72.5,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0461,Small,IT/Software,Jaffna,7318073,100,Manager,Yes,83.74789307447746,75.28,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0462,Small,Agriculture,Kurunegala,16051030,38,Employee,No,26.284351647769228,29.41,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0463,Small,Finance,Galle,6847788,75,C-Level,No,54.95005598275843,59.82,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0464,Small,Healthcare,Matara,20392787,83,C-Level,No,72.26367274824217,68.88,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0465,Small,IT/Software,Kandy,20620869,100,C-Level,Yes,90.36412632072364,82.1,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0466,Small,IT/Software,Anuradhapura,22946247,81,C-Level,No,55.74748760936572,61.59,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0467,Medium,IT/Software,Kandy,101633813,45,Manager,No,53.529198091412425,49.42,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0468,Medium,Finance,Kurunegala,108488118,73,Manager,No,73.19182854080314,64.04,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0469,Small,Retail,Negombo,14900139,22,Manager,No,27.07589572895403,28.03,LOW,New,0,Nurture campaign - email sequence
LEAD_0470,Small,Manufacturing,Matara,6075691,73,Manager,No,53.491704370636505,52.51,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0471,Medium,Finance,Anuradhapura,35844153,100,C-Level,Yes,89.55069126295491,85.25,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0472,Medium,Education,Anuradhapura,73961718,88,Employee,No,60.01885974605533,57.43,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0473,Large,Agriculture,Colombo,820175416,62,C-Level,No,84.55565073396316,75.51,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0474,Small,Healthcare,Kandy,18288724,68,C-Level,No,60.26079983460594,59.11,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0475,Medium,Retail,Negombo,92543707,62,Employee,No,60.069645927848,51.33,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0476,Medium,Finance,Jaffna,78411469,100,Employee,No,63.21116348051727,63.8,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0477,Large,Retail,Anuradhapura,300767595,69,Manager,No,74.06035149826906,66.36,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0478,Medium,Agriculture,Matara,61150844,74,Manager,Yes,80.80277816891623,70.95,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0479,Large,Tourism,Galle,832754635,16,Employee,No,63.03033271952966,42.58,LOW,New,0,Nurture campaign - email sequence
LEAD_0480,Medium,Agriculture,Kurunegala,124311346,23,Employee,No,47.51705037324795,36.91,LOW,New,0,Nurture campaign - email sequence
LEAD_0481,Medium,Tourism,Kurunegala,130529149,77,Employee,No,67.20659788504688,60.06,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0482,Small,Tourism,Anuradhapura,4485361,100,C-Level,No,60.229542066773824,68.31,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0483,Large,Education,Negombo,291425785,100,C-Level,Yes,98.94931696218366,89.44,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0484,Small,Agriculture,Kurunegala,15775351,85,C-Level,No,72.79453846967417,71.81,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0485,Small,Manufacturing,Anuradhapura,4385115,100,C-Level,Yes,76.96518362737771,75.5,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0486,Large,IT/Software,Negombo,212981010,93,C-Level,No,93.39833573433263,87.55,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0487,Small,Retail,Matara,15521765,79,Manager,No,50.48173874008245,53.29,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0488,Small,Finance,Jaffna,14138398,73,Manager,No,41.34907238780532,46.98,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0489,Medium,Manufacturing,Galle,124820327,26,Employee,No,32.09274205860093,29.87,LOW,New,0,Nurture campaign - email sequence
LEAD_0490,Medium,Agriculture,Kandy,134059422,88,Manager,No,74.70919855220002,69.2,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0491,Large,Agriculture,Galle,418331156,64,Employee,Yes,65.1178069296986,62.65,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0492,Small,Healthcare,Galle,3212314,66,Manager,No,41.76619340433533,45.81,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0493,Small,Healthcare,Matara,24277867,83,Employee,Yes,73.39658671678269,64.84,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0494,Medium,IT/Software,Matara,76920052,69,C-Level,No,80.31165637948226,73.81,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0495,Medium,Healthcare,Negombo,121289404,84,Manager,No,73.19538482682665,67.82,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0496,Large,Retail,Colombo,334898194,90,Manager,Yes,95.092866366229,81.88,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0497,Large,Tourism,Galle,801244600,56,C-Level,No,73.03262987381987,70.12,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0498,Large,Finance,Colombo,369021408,100,C-Level,Yes,97.1814180206082,92.67,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0499,Large,Retail,Anuradhapura,610559012,100,Employee,Yes,84.38681197715097,80.31,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0500,Large,Tourism,Negombo,702704492,92,Manager,Yes,96.24918811284957,84.74,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0501,Large,Agriculture,Anuradhapura,881190914,96,Employee,No,68.13715074498273,71.73,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0502,Small,IT/Software,Colombo,17624152,100,Manager,Yes,84.85958889500623,76.29,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0503,Small,Education,Jaffna,24083493,90,Employee,Yes,73.05312605065512,63.64,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0504,Large,Retail,Anuradhapura,261924729,76,C-Level,Yes,92.3657625888388,82.75,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0505,Medium,Finance,Matara,129320670,65,C-Level,No,75.06588310617927,70.03,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0506,Small,Education,Colombo,10163655,100,Employee,Yes,82.48394479885248,71.76,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0507,Small,Retail,Galle,20397420,100,Manager,Yes,81.04635072583281,74.17,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0508,Small,Agriculture,Kurunegala,4250741,89,Employee,No,47.18196002507887,52.16,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0509,Medium,Retail,Anuradhapura,44339040,100,Manager,Yes,81.61429965829502,77.68,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0510,Medium,Manufacturing,Kandy,87470291,25,Employee,No,28.02434678431934,29.86,LOW,New,0,Nurture campaign - email sequence
LEAD_0511,Small,IT/Software,Colombo,23344392,26,Employee,No,18.10625709060784,20.08,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0512,Small,Tourism,Anuradhapura,9177476,100,Manager,No,35.80412677996963,53.36,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0513,Small,Retail,Jaffna,14211864,21,Employee,No,19.71517864210612,20.04,LOW,New,0,Nurture campaign - email sequence
LEAD_0514,Medium,Finance,Jaffna,40550691,54,Employee,No,60.553382826147526,50.11,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0515,Large,Healthcare,Galle,220238688,42,Employee,No,63.42822433045809,50.39,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0516,Medium,Manufacturing,Kurunegala,79341326,100,C-Level,No,86.72093632632702,83.75,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0517,Small,IT/Software,Jaffna,21095744,50,Manager,No,33.39066207196455,36.76,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0518,Large,Manufacturing,Kandy,875459375,90,C-Level,No,89.21251737487287,86.63,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0519,Large,Tourism,Anuradhapura,531256617,77,Employee,No,78.59814874103559,66.42,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0520,Small,Manufacturing,Colombo,10611746,78,Manager,No,34.46653896537598,46.73,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0521,Medium,Tourism,Galle,122246738,100,Employee,Yes,84.90561064242965,72.77,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0522,Small,Manufacturing,Anuradhapura,7589662,82,C-Level,No,52.60379235978731,60.34,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0523,Large,Education,Kandy,778525402,35,Manager,No,63.08354961655277,55.13,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0524,Small,Agriculture,Kandy,19925248,94,C-Level,Yes,89.70736251222434,80.87,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0525,Medium,Finance,Jaffna,100697849,57,Employee,No,57.50755267512585,49.6,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0526,Small,Education,Jaffna,1740549,37,Employee,Yes,19.76666503957375,24.12,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0527,Small,Tourism,Kurunegala,1378171,62,Employee,No,28.22013749787796,36.52,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0528,Small,Tourism,Kandy,22052489,54,Employee,No,36.72235511731356,37.2,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0529,Large,Tourism,Jaffna,296899374,99,Employee,Yes,92.80547788982456,83.4,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0530,Medium,Healthcare,Anuradhapura,118299001,91,Manager,No,61.02527669631223,63.95,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0531,Medium,Healthcare,Jaffna,91754055,80,C-Level,Yes,91.72088308146236,79.14,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0532,Small,Retail,Kandy,13195878,66,Employee,No,31.66877191271169,37.07,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0533,Medium,Tourism,Jaffna,75584429,85,Employee,No,67.47150256143458,60.38,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0534,Medium,Healthcare,Negombo,149145571,52,Manager,No,57.70132989858106,52.91,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0535,Medium,Finance,Colombo,45678261,93,Employee,No,63.86436840020375,60.87,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0536,Large,IT/Software,Jaffna,173508593,81,C-Level,Yes,96.82925730080406,84.41,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0537,Medium,Education,Jaffna,124265863,100,C-Level,No,89.36368914161224,83.67,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0538,Medium,Finance,Jaffna,33803601,100,C-Level,Yes,92.14143481140007,85.05,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0539,Large,Agriculture,Galle,590180814,100,C-Level,No,82.73041172665808,85.05,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0540,Small,Healthcare,Kurunegala,3943574,100,C-Level,Yes,90.7843339001055,82.46,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0541,Small,IT/Software,Galle,5089614,100,C-Level,Yes,90.1752844225867,83.0,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0542,Medium,IT/Software,Jaffna,120021303,83,C-Level,No,76.47837847706332,74.67,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0543,Small,IT/Software,Kurunegala,2369698,76,Manager,No,47.08634158467404,50.09,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0544,Small,Tourism,Jaffna,6107852,52,Employee,Yes,25.27572032282689,32.23,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0545,Large,IT/Software,Kandy,712651513,94,Employee,Yes,97.49504223874284,79.79,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0546,Large,Healthcare,Galle,730035158,36,Employee,No,38.15414873671795,42.06,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0547,Large,Healthcare,Kandy,798568033,55,C-Level,No,77.17566864316431,72.37,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0548,Small,Retail,Kandy,5928509,89,C-Level,No,59.34559116430909,65.86,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0549,Large,Agriculture,Kandy,412464584,100,Manager,Yes,95.77624088996886,85.77,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0550,Small,Finance,Matara,1436291,50,C-Level,No,49.21902523670919,51.2,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0551,Medium,Healthcare,Kurunegala,98950344,100,Employee,Yes,93.97683301437708,78.65,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0552,Small,Tourism,Kandy,20618245,72,Manager,No,46.434487142418654,49.12,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0553,Small,Agriculture,Galle,18362979,93,Manager,Yes,84.67109289336781,74.92,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0554,Small,Healthcare,Colombo,20172934,88,C-Level,No,68.38188881476441,69.38,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0555,Small,Agriculture,Matara,5399240,100,C-Level,No,74.6744344372941,74.72,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0556,Medium,Tourism,Galle,102098610,95,C-Level,No,82.35113779553119,77.86,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0557,Medium,IT/Software,Colombo,36656673,99,Employee,Yes,87.42904211909487,77.59,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0558,Medium,Retail,Negombo,146439217,28,Employee,No,41.83808416803095,33.9,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0559,Small,Healthcare,Kurunegala,1203420,80,Manager,No,49.38154892471608,54.49,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0560,Medium,Education,Negombo,61959262,100,Manager,No,85.03909017801743,77.33,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0561,Small,Healthcare,Anuradhapura,24209814,72,Employee,Yes,47.86237819651105,47.84,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0562,Small,Retail,Colombo,23647686,28,C-Level,No,32.68048436633792,36.82,LOW,New,0,Nurture campaign - email sequence
LEAD_0563,Small,Healthcare,Galle,16129482,57,Employee,No,24.82804216389432,32.77,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0564,Medium,Tourism,Anuradhapura,77909487,92,Manager,No,69.74897553990816,67.28,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0565,Medium,Finance,Kurunegala,87051998,62,C-Level,No,80.53437098159618,69.75,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0566,Large,Finance,Negombo,791688964,71,Employee,No,91.55247117049738,70.37,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0567,Medium,Retail,Anuradhapura,77424672,100,Manager,Yes,84.69411284576613,77.43,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0568,Large,Finance,Galle,816158814,92,C-Level,No,92.137682169533,85.48,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0569,Large,Retail,Negombo,878741833,54,Manager,No,72.41079207017262,64.34,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0570,Large,Agriculture,Colombo,658068983,100,C-Level,Yes,92.1799090001033,92.0,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0571,Medium,Retail,Anuradhapura,51661989,39,C-Level,No,52.9981759726122,50.43,LOW,New,0,Nurture campaign - email sequence
LEAD_0572,Small,Finance,Negombo,19510131,40,C-Level,No,61.029365697701664,52.32,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0573,Large,Finance,Jaffna,360431296,53,Employee,No,71.4318023291057,59.53,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0574,Small,Education,Jaffna,4278518,93,C-Level,No,67.67260762067585,71.38,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0575,Medium,Education,Kandy,86262456,87,Employee,Yes,89.5256401753894,71.99,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0576,Medium,Retail,Galle,49629467,100,Manager,Yes,82.83630533467048,77.46,MEDIUM,Converted,1,Follow up within 3-5 business days
